"bionet_name","species_code","original_source","trait_code","norm_value","best","lower","upper","raw_value","notes"
"Zieria laevigata","5841","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed#, Resprout from epicormic shoots?",NA
"Zieria laevigata","5841","Clarke Fulloon 1999","surv4","Epicormic",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed#, Resprout from epicormic shoots?",NA
"Gonocarpus tetragynus","3247","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed",NA
"Stylidium laricifolium","6158","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed#",NA
"Acacia pruinosa","3858","Clarke Fulloon 1999","surv4","Epicormic",NA,NA,NA,"Fire Response, Resprout from epicormic shoots",NA
"Acacia torringtonensis","3888","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed",NA
"Harmogia densifolia","13289","Clarke Fulloon 1999","surv4","Epicormic",NA,NA,NA,"Fire Response, Resprout from epicormic shoots",NA
"Hovea purpurea","2880","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed",NA
"Dillwynia phylicoides","7225","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed",NA
"Lomatia silaifolia","5445","Clarke Fulloon 1999","surv4","Epicormic",NA,NA,NA,"Fire Response, Resprout from epicormic shoots",NA
"Actinotus helianthi","1094","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed#",NA
"Boronia spp.","BORO","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed?",NA
"Callistemon spp.","CALL","Clarke Fulloon 1999","surv4","Basal",NA,NA,NA,"Fire Response, Resprout from basal stem buds such as those in lignotubers",NA
"Indigofera spp.","INDI","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed",NA
"Leucopogon neoanglicus","2631","Clarke Fulloon 1999","germ1","Soil-persistent",NA,NA,NA,"Fire Response, Propagules remaining after fires passage are held as soil-stored seed#",NA
"Acacia longifolia","3816","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Acacia myrtifolia","3834","Keith 1991","repr3",NA,3,NA,NA,"primary_juvenile_period, 3",NA
"Acacia myrtifolia","3834","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Acacia rubida","3869","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Acacia suaveolens","3881","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Acacia suaveolens","3881","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Acacia terminalis","3885","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Actinotus minor","1095","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Actinotus minor","1095","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Allocasuarina paludosa","2015","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Almaleea paludosa","8364","Keith 1991","repr3",NA,1,NA,NA,"primary_juvenile_period, 1",NA
"Almaleea paludosa","8364","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Aotus ericoides","2770","Keith 1991","repr3a",NA,3,NA,NA,"secondary_juvenile_period, 3",NA
"Aotus ericoides","2770","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Baeckea brevifolia","3986","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Baeckea imbricata","3995","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Baeckea imbricata","3995","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Baeckea linifolia","3997","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Banksia ericifolia","5342","Keith 1991","repr3",NA,5,NA,NA,"primary_juvenile_period, 5",NA
"Banksia ericifolia","5342","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Banksia oblongifolia","5345","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Banksia oblongifolia","5345","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Banksia paludosa","5346","Keith 1991","repr3a",NA,4,NA,NA,"secondary_juvenile_period, 4",NA
"Banksia paludosa","5346","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Banksia robur","5347","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Banksia robur","5347","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Bauera microphylla","7219","Keith 1991","repr3",NA,3,NA,NA,"primary_juvenile_period, 3",NA
"Bauera microphylla","7219","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Blandfordia nobilis","3529","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Blandfordia nobilis","3529","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Boronia parviflora","5749","Keith 1991","repr3",NA,4,NA,NA,"primary_juvenile_period, 4",NA
"Boronia parviflora","5749","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Boronia parviflora","5749","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Brunoniella pumilio","1004","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Brunoniella pumilio","1004","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Burchardia umbellata","3533","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Burchardia umbellata","3533","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Caesia parviflora","3535","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Caesia parviflora","3535","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Callistemon citrinus","4004","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Chorizandra sphaerocephala","2345","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Comesperma defoliatum","5252","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Comesperma defoliatum","5252","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Comesperma retusum","5255","Keith 1991","repr3a",NA,5,NA,NA,"secondary_juvenile_period, 5",NA
"Comesperma retusum","5255","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Conospermum ellipticum","9136","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Conospermum taxifolium","5352","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Corybas fordhamii","4408","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Cryptandra ericoides","5556","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Cryptandra ericoides","5556","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Cyathochaeta diandra","2347","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Dampiera stricta","3174","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Deyeuxia decipiens","4881","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Dillwynia floribunda","2843","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Dillwynia floribunda","2843","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Drosera binata","2557","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Drosera peltata","2559","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Drosera peltata","2559","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Drosera pygmaea","2560","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Drosera pygmaea","2560","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Eleocharis sphacelata","6988","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Empodisma minus","5532","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Entolasia stricta","4947","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Epacris microphylla","2599","Keith 1991","repr3",NA,3,NA,NA,"primary_juvenile_period, 3",NA
"Epacris microphylla","2599","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Epacris obtusifolia","2602","Keith 1991","repr3",NA,1,NA,NA,"primary_juvenile_period, 1",NA
"Epacris obtusifolia","2602","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Epacris paludosa","2603","Keith 1991","repr3",NA,4,NA,NA,"primary_juvenile_period, 4",NA
"Epacris paludosa","2603","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Epacris paludosa","2603","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Eriachne glabrata","4979","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Eucalyptus haemastoma","4104","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Gahnia sieberiana","2442","Keith 1991","repr3a",NA,3,NA,NA,"secondary_juvenile_period, 3",NA
"Glossodia minor","4466","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Gonocarpus salsoloides","3246","Keith 1991","repr3",NA,1,NA,NA,"primary_juvenile_period, 1",NA
"Gonocarpus salsoloides","3246","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Gonocarpus tetragynus","3247","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Gonocarpus teucrioides","3248","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Gonocarpus teucrioides","3248","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Goodenia bellidifolia","3175","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Goodenia bellidifolia","3175","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Goodenia dimorpha","3179","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Goodenia dimorpha","3179","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Goodenia dimorpha","3179","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Grevillea oleoides","5388","Keith 1991","repr3a",NA,4,NA,NA,"secondary_juvenile_period, 4",NA
"Gymnoschoenus sphaerocephalus","2445","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Haemodorum corymbosum","6435","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Haemodorum corymbosum","6435","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Hakea dactyloides","5409","Keith 1991","repr3a",NA,4,NA,NA,"secondary_juvenile_period, 4",NA
"Hakea dactyloides","5409","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Hakea teretifolia","5427","Keith 1991","repr3",NA,5,NA,NA,"primary_juvenile_period, 5",NA
"Hakea teretifolia","5427","Keith 1991","repr3a",NA,3,NA,NA,"secondary_juvenile_period, 3",NA
"Hakea teretifolia","5427","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Hakea teretifolia","5427","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Hakea teretifolia","5427","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Hemarthria uncinata","5001","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Hibbertia riparia","2545","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Hibbertia serpyllifolia","2550","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Hibbertia serpyllifolia","2550","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Hypericum gramineum","7240","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Hypericum gramineum","7240","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Hypoxis hygrometrica","3553","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Hypoxis hygrometrica","3553","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Isopogon anemonifolius","5433","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Isopogon anemonifolius","5433","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Kunzea capitata","4207","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Kunzea capitata","4207","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Lambertia formosa","5440","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Lambertia formosa","5440","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Lepidosperma forsythii","2467","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Lepidosperma limicola","2469","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Lepidosperma neesii","2471","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Leptomeria acida","5865","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Leptospermum arachnoides","4213","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Leptospermum continentale","7970","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Leptospermum continentale","7970","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Leptospermum grandifolium","7766","Keith 1991","repr3a",NA,3,NA,NA,"secondary_juvenile_period, 3",NA
"Leptospermum grandifolium","7766","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Leptospermum juniperinum","4221","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Leptospermum juniperinum","4221","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Leptospermum polygalifolium","7245","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Leptospermum trinervium","8486","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Leptospermum trinervium","8486","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Leptocarpus tenax","5534","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Lepyrodia anarthria","5535","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Lepyrodia scariosa","5541","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Leucopogon esquamatus","2617","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Leucopogon microphyllus","2629","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Lomandra cylindrica","6298","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Lomatia silaifolia","5445","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Lomatia silaifolia","5445","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Melaleuca linariifolia","4257","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Melaleuca squamea","4262","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Melaleuca squarrosa","4263","Keith 1991","repr3a",NA,3,NA,NA,"secondary_juvenile_period, 3",NA
"Melaleuca squarrosa","4263","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Melaleuca thymifolia","4266","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Microlaena stipoides var. stipoides","7707","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Mirbelia rubiifolia","2938","Keith 1991","repr3",NA,1,NA,NA,"primary_juvenile_period, 1",NA
"Mirbelia rubiifolia","2938","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Mirbelia speciosa","2939","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Mitrasacme paludosa","3592","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Mitrasacme paludosa","3592","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Mitrasacme polymorpha","3595","Keith 1991","repr3",NA,4,NA,NA,"primary_juvenile_period, 4",NA
"Mitrasacme polymorpha","3595","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Mitrasacme polymorpha","3595","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Monotaxis linifolia","2738","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Monotaxis linifolia","2738","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Opercularia varia","5701","Keith 1991","repr3",NA,1,NA,NA,"primary_juvenile_period, 1",NA
"Opercularia varia","5701","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Orthoceras strictum","4476","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Persoonia lanceolata","5460","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Persoonia levis","5462","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Persoonia pinifolia","5469","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Petrophile pulchella","5479","Keith 1991","repr3",NA,4,NA,NA,"primary_juvenile_period, 4",NA
"Petrophile pulchella","5479","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Plinthanthesis paradoxa","5117","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Prasophyllum australe","4491","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Prasophyllum australe","4491","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Prasophyllum brevilabre","4494","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Prasophyllum brevilabre","4494","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Prostanthera linearis","3417","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Pseudanthus orientalis","2756","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Pterostylis parviflora","4566","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Pterostylis parviflora","4566","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Pultenaea aristata","2974","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Pultenaea divaricata","2987","Keith 1991","repr3a",NA,3,NA,NA,"secondary_juvenile_period, 3",NA
"Pultenaea divaricata","2987","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Schoenus paludosus","2504","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Sowerbaea juncea","3567","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Sprengelia incarnata","2654","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Sprengelia incarnata","2654","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Stackhousia nuda","6122","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Stylidium lineare","6159","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Stylidium lineare","6159","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Symphionema paludosum","5485","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Symphionema paludosum","5485","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Tetraria capillaris","2516","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Tetrarrhena turfosa","7993","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Tricoryne simplex","3577","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Tricoryne simplex","3577","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Utricularia dichotoma","3507","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Viminaria juncea","3105","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Viola sieberiana","11190","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Xanthorrhoea resinosa","6321","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Xanthorrhoea resinosa","6321","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Xanthosia dissecta","1161","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Xanthosia dissecta","1161","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Xanthosia dissecta","1161","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Xanthosia tridentata","1163","Keith 1991","repr3",NA,4,NA,NA,"primary_juvenile_period, 4",NA
"Xanthosia tridentata","1163","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Xyris juncea","6323","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Xyris operculata","6324","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Xyris ustulata","6325","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Machaerina acuta","15318","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Machaerina rubiginosa","15327","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Machaerina teretifolia","15328","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Darwinia fascicularis subsp. fascicularis","6508","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Drosera spatulata","2561","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Drosera spatulata","2561","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Corymbia gummifera","9687","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Euphrasia collina subsp. speciosa","7739","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Gonocarpus micranthus subsp. micranthus","8649","Keith 1991","repr3",NA,1,NA,NA,"primary_juvenile_period, 1",NA
"Gonocarpus micranthus subsp. micranthus","8649","Keith 1991","surv5",NA,3,1,5,"plant_longevity, 1-5",NA
"Grevillea parviflora","5389","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Leptospermum squarrosum","4239","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Lomandra filiformis subsp. filiformis","7931","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Leionema diosmeum","10728","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Pimelea linifolia subsp. linifolia","6814","Keith 1991","repr3",NA,2,NA,NA,"primary_juvenile_period, 2",NA
"Pimelea linifolia subsp. linifolia","6814","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Ptilothrix deusta","8956","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Pultenaea tuberculata","11386","Keith 1991","repr3a",NA,2,NA,NA,"secondary_juvenile_period, 2",NA
"Pultenaea tuberculata","11386","Keith 1991","surv5",NA,60,60,NA,"plant_longevity, >60",NA
"Eurychorda complanata","10615","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Schoenus brevifolius","2492","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Schoenus lepidosperma subsp. pachylepis","9057","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Senecio bathurstianus","11809","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Sphaerolobium vimineum","3033","Keith 1991","repr3",NA,1,NA,NA,"primary_juvenile_period, 1",NA
"Sphaerolobium vimineum","3033","Keith 1991","surv5",NA,12.5,5,20,"plant_longevity, 5-20",NA
"Thysanotus juncifolius","3572","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Thysanotus juncifolius","3572","Keith 1991","surv5",NA,40.5,21,60,"plant_longevity, 21-60",NA
"Liparophyllum exaltatum","14804","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Xyris bracteata","11035","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Patersonia spp.","PATE","Keith 1991","repr3a",NA,1,NA,NA,"secondary_juvenile_period, 1",NA
"Acacia longifolia","3816","Keith 1991","surv1","None",NA,NA,NA,"vegetative_recovery, obligate seeder",NA
"Acacia longifolia","3816","Keith 1991","germ1","Soil-persistent",NA,NA,NA,"propagule_storage, soil",NA
"Acacia longifolia","3816","Keith 1991","repr2","Negligible",NA,NA,NA,"fruit_production, no pulse",NA
"Acacia myrtifolia","3834","Keith 1991","surv1","None",NA,NA,NA,"vegetative_recovery, obligate seeder",NA
"Acacia myrtifolia","3834","Keith 1991","germ1","Soil-persistent",NA,NA,NA,"propagule_storage, soil",NA
"Acacia myrtifolia","3834","Keith 1991","repr2","Negligible",NA,NA,NA,"fruit_production, no pulse",NA
"Acacia rubida","3869","Keith 1991","surv1","Few",NA,NA,NA,"vegetative_recovery, obligate seeder",NA
"Acacia rubida","3869","Keith 1991","germ1","Soil-persistent",NA,NA,NA,"propagule_storage, soil",NA
"Acacia rubida","3869","Keith 1991","repr2","Negligible",NA,NA,NA,"fruit_production, no pulse",NA
"Acacia suaveolens","3881","Keith 1991","surv1","None",NA,NA,NA,"vegetative_recovery, obligate seeder",NA
"Acacia suaveolens","3881","Keith 1991","germ1","Soil-persistent",NA,NA,NA,"propagule_storage, soil",NA
"Acacia suaveolens","3881","Keith 1991","repr2","Facultative",NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons",NA
